(('Ac', 'Kh'), 0.6324713804713805)
(('Ac', 'Tc'), 0.6915319865319867)
(('Ac', 'Qd'), 0.6429663299663301)
(('7d', '8h'), 0.45036700336700336)
(('7d', '2h'), 0.34015151515151504)
(('7d', '7h'), 0.6457037037037038)
(('7d', '9s'), 0.4558148148148148)
(('7d', 'Td'), 0.4940976430976431)
(('7d', '2s'), 0.37443771043771035)
(('7d', 'Ah'), 0.5776262626262627)
(('7d', '4c'), 0.3598754208754208)
(('7d', '5h'), 0.39048821548821544)
(('7d', 'Ks'), 0.573858585858586)
(('7d', 'Jh'), 0.5432121212121213)
(('7d', 'Ad'), 0.6118451178451179)
(('7d', '6h'), 0.4727003367003367)
(('7d', '9h'), 0.41820875420875414)
(('7d', '5s'), 0.4256329966329966)
(('7d', '4s'), 0.36470033670033664)
(('7d', 'Jd'), 0.5077306397306397)
(('7d', '8c'), 0.4596296296296296)
(('7d', '7c'), 0.6691279461279462)
(('7d', '9d'), 0.4766228956228956)
(('7d', 'Kd'), 0.5399393939393939)
(('7d', 'As'), 0.601929292929293)
(('7d', '7s'), 0.675895622895623)
(('7d', '3h'), 0.340090909090909)
(('7d', '6s'), 0.4296565656565656)
(('7d', '2d'), 0.38204040404040396)
(('7d', '3d'), 0.4187138047138047)
(('7d', '5d'), 0.4612255892255892)
(('7d', '6d'), 0.45989225589225585)
(('7d', '3c'), 0.3518888888888888)
(('7d', 'Jc'), 0.4922996632996633)
(('7d', '4h'), 0.3272154882154881)
(('7d', '5c'), 0.4052558922558922)
(('7d', 'Ts'), 0.46939730639730637)
(('7d', 'Kc'), 0.5546936026936027)
(('7d', 'Qh'), 0.5173198653198653)
(('7d', '8s'), 0.4383804713804713)
(('7d', 'Kh'), 0.5723400673400674)
(('7d', 'Tc'), 0.5134848484848484)
(('7d', 'Qd'), 0.5632491582491582)
(('8h', '2h'), 0.38134680134680127)
(('8h', '7h'), 0.4909057239057239)
(('8h', '9s'), 0.4783501683501683)
(('8h', 'Td'), 0.490003367003367)
(('8h', '2s'), 0.3744814814814814)
(('8h', 'Ah'), 0.6184478114478115)
(('8h', '4c'), 0.41051515151515144)
(('8h', '5h'), 0.4736430976430976)
(('8h', 'Ks'), 0.5528787878787879)
(('8h', 'Jh'), 0.5446430976430976)
(('8h', 'Ad'), 0.6192828282828283)
(('8h', '6h'), 0.4449730639730639)
(('8h', '9h'), 0.5361851851851852)
(('8h', '5s'), 0.40615824915824905)
(('8h', '4s'), 0.3830101010101009)
(('8h', 'Jd'), 0.5764781144781145)
(('8h', '8c'), 0.7110572390572392)
(('8h', '7c'), 0.4311481481481481)
(('8h', '9d'), 0.48876094276094273)
(('8h', 'Kd'), 0.5550303030303031)
(('8h', 'As'), 0.6065050505050505)
(('8h', '7s'), 0.4288249158249158)
(('8h', '3h'), 0.46323905723905723)
(('8h', '6s'), 0.4287845117845117)
(('8h', '2d'), 0.3693771043771043)
(('8h', '3d'), 0.38258249158249147)
(('8h', '5d'), 0.39112794612794605)
(('8h', '6d'), 0.46837373737373733)
(('8h', '3c'), 0.3793569023569022)
(('8h', 'Jc'), 0.5213367003367003)
(('8h', '4h'), 0.4225690235690235)
(('8h', '5c'), 0.42201683501683496)
(('8h', 'Ts'), 0.5646868686868687)
(('8h', 'Kc'), 0.56086531986532)
(('8h', 'Qh'), 0.5814545454545454)
(('8h', '8s'), 0.6858249158249159)
(('8h', 'Kh'), 0.5762154882154883)
(('8h', 'Tc'), 0.5255622895622896)
(('8h', 'Qd'), 0.5481750841750842)
(('2h', '7h'), 0.35295622895622886)
(('2h', '9s'), 0.34978787878787865)
(('2h', 'Td'), 0.4062390572390571)
(('2h', '2s'), 0.5115858585858586)
(('2h', 'Ah'), 0.5883501683501684)
(('2h', '4c'), 0.3542154882154882)
(('2h', '5h'), 0.3293265993265993)
(('2h', 'Ks'), 0.4944511784511784)
(('2h', 'Jh'), 0.5196464646464647)
(('2h', 'Ad'), 0.5608114478114479)
(('2h', '6h'), 0.3869326599326599)
(('2h', '9h'), 0.4199696969696969)
(('2h', '5s'), 0.3584444444444444)
(('2h', '4s'), 0.32899663299663295)
(('2h', 'Jd'), 0.4337811447811447)
(('2h', '8c'), 0.3509730639730639)
(('2h', '7c'), 0.3247878787878787)
(('2h', '9d'), 0.3630202020202019)
(('2h', 'Kd'), 0.5424444444444445)
(('2h', 'As'), 0.5169124579124579)
(('2h', '7s'), 0.3502020202020201)
(('2h', '3h'), 0.3471279461279461)
(('2h', '6s'), 0.37945117845117843)
(('2h', '2d'), 0.5113434343434343)
(('2h', '3d'), 0.2782659932659932)
(('2h', '5d'), 0.34578787878787876)
(('2h', '6d'), 0.3042727272727272)
(('2h', '3c'), 0.3248754208754209)
(('2h', 'Jc'), 0.4653400673400673)
(('2h', '4h'), 0.4141178451178451)
(('2h', '5c'), 0.3686599326599327)
(('2h', 'Ts'), 0.3845387205387204)
(('2h', 'Kc'), 0.5009360269360269)
(('2h', 'Qh'), 0.5564377104377105)
(('2h', '8s'), 0.3925757575757575)
(('2h', 'Kh'), 0.5105353535353535)
(('2h', 'Tc'), 0.38807070707070696)
(('2h', 'Qd'), 0.45581481481481473)
